nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review	nps_review_en
9	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-03 23:53:08	iOS	10211685207440974	Bobobox Alun-Alun Malang	Sky Double	Sangat disayangkan tidak bisa Early checkin overall  the best 	It is unfortunate that it can't Early Checkin Overall the Best
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 22:37:09	Android	10041685547678568	Bobobox Pancoran	SKY DOUBLE	hii,thank u bobobox seruu trimakasih 1 malamnya!!😍	Hii, thank u bobobox exclaimed, thank you 1 night !! 😍
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-06-03 19:28:59	Android	10041685126984707	Bobobox Pancoran	SKY DOUBLE	Staff nya ramah banget	The staff is very friendly
8	2023-05-08 0:00:00	2023-05-09 0:00:00	2023-06-03 14:54:53	iOS	10031683527554172	Bobobox Dago	Earth Single	Ada anak kecoak dipod saya :(	There is a child cockroacher in my diped :(
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 14:31:58	iOS	10211685580422768	Bobobox Alun-Alun Malang	Sky Single	So good because the ambience of the room makes me sleep tight because there is sound like a river and forest to calming and fall aslep. And the speaker can connect with the phone bluetooth, and the lights can you adjust for the color and the brightness depends on your mood that times. Thank you bobobox. I will recommended you to another people but unfortunately with the high price for mini room	So good because the ambience of the room makes me sleep tight because there is sound like a river and forest to calming and fall aslep. And the speaker can connect with the phone bluetooth, and the lights can you adjust for the color and the brightness depends on your mood that times. Thank you bobobox. I will recommended you to another people but unfortunately with the high price for mini room
10	2023-05-29 0:00:00	2023-06-01 0:00:00	2023-06-03 13:52:28	Android	10221685353956536	Bobobox ITC Kuningan	EARTH DOUBLE	5*	5*
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 13:24:49	Android	10241685332041565	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Good	Good
8	2023-05-31 0:00:00	2023-06-01 0:00:00	2023-06-03 13:07:06	Android	1.01717E+16	Bobocabin Ranca Upas	DELUXE CABIN	Good enough	Good enough
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 13:06:50	Android	10091684414513734	Bobobox Kota Lama	SKY DOUBLE	Goodddd and recomended	Goodddd and recomended
9	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 12:57:56	iOS	10001685631309107	Bobobox Paskal	Sky Double	Aksesnya capek yaa tidak ada lift jadi harus naik turun tangga. Awal masuk scan barcode bisa digunakan, namun keesokan hari saat mau ke wc dan kembali lagi ke pod, scan tidak berfungsi.	The access is tired, there is no elevator so you have to go up and down the stairs. The beginning of the barcode scan can be used, but the next day when you want to go to the toilet and return to the pod, the scan is not functioning.
7	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 12:56:20	iOS	10071685537852446	Bobobox Alun-Alun Bandung	Sky Double	Sprei dan bantal berdebu. Toilet bau, wc bagian pojok banyak hewan seperti nyamuk sepertinya toilet pojok jarang disikat/dibersihkan. 	Dusty bed sheets and pillows. Toilet smells, toilet the corner of many animals such as mosquitoes, it seems that the corner toilet is rarely brushed/cleaned.
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 12:54:27	iOS	10201674034331173	Bobocabin Signature Toba	Deluxe Cabin	Arah masuk bobocabin emang ada uang masuk 21ribu ya? Pada hari libur	The direction of Bobocabin is in Bobocabin, is there 21 thousand incoming money? On holidays
10	2023-05-03 0:00:00	2023-05-04 0:00:00	2023-06-03 12:45:27	iOS	10141683100520743	Bobobox Slamet Riyadi Solo	Sky Double	rekomendasi banget buat kalian yg hobinya traveling dengan budget low kalian udah bisa staycation .Pelayanannya ramah 	Really recommendations for those of you whose hobbies are traveling with your low budget, you can staycation. The service is friendly
8	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-06-03 12:43:29	Android	10241684900804421	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Over all bagus hanya rumput2 sekitar cabinnya harus lebih sering dirapikan	Over all good only grass around the cabin must be more often tidied up
7	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 11:14:49	Android	10141684925464994	Bobobox Slamet Riyadi Solo	EARTH SINGLE	The toilet smells very very bad .. Bau pesing toilet lt 1 pintu kamar mandi pojok gabisa dikunci rusak yg bikin kalo mandi harus antre	The toilet smells very very bad .. smell of the toilet lt 1 to the bathroom door can not be locked broken
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-06-03 10:59:59	Android	10071685164947286	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Ramah ramah	Friendly
8	2023-05-18 0:00:00	2023-05-19 0:00:00	2023-06-03 10:53:26	iOS	10171683262632774	Bobocabin Ranca Upas	Deluxe Cabin	Kebersihan kabin dan teras kabin Tlg diperhatikan lg bbrp jam sblm tamu cek in bs di cross cek	Cabin cleanliness and cabin terrace Tlg noticed again some hours before guests check in bs in cross check
10	2023-05-30 0:00:00	2023-05-31 0:00:00	2023-06-03 9:26:02	iOS	10241685419668803	Bobocabin Puncak Gunung Mas	Executive Cabin	All Good	All Good
8	2023-05-03 0:00:00	2023-06-02 0:00:00	2023-06-03 7:29:09	Android	10221683093465173	Bobobox ITC Kuningan	EARTH DOUBLE	Sy baru habis tgl 02 Juni 2023, ketika mau perpanjang malah tidak bisa utk durasi 1 bln ke depan, dikarenakan dari pihak tokped menyewa 1 area pod ITC Kuningan, dan customer diksh tau dadakan seperti ini, stelah sy berdebat melalui wa dan SPV dsn, akhirnya bs perpanjang 7 + 5 mlm, tp hanya 1 customer yg dipertahankan utk stay hanya dikarenakan dia bayar 3jt utk perpanjang. Konsep long stay ya dmn?	I just run out on June 2, 2023, when I want to extend it can not even for the duration of 1 month in the future, because from the tokped to rent 1 area of ​​POD ITC Kuningan, and Diksh customers know impromptu like this, after I argue through WA and SPV DSN, finally can extend 7 + 5 mlm, but only 1 customer is maintained for stay only because he pays 3 million for extending. The concept of long stay huh?
7	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 7:26:51	iOS	10141685702135405	Bobobox Slamet Riyadi Solo	Earth Double	Lantai toiletnya lengket, tapi kalo basah jadi licin Ketika bebersih room yang sudah selesai terlalu kedubrak kedubruk. Saya di earth room keganggu pas di sky (atas saya) lagi diberesin Lalu kurang nya sign untuk setiap lantai, khususnya musholla	The toilet floor is sticky, but if wet it wet it is slippery When cleaning the rooms that have been completed are too embedded in the embed with the embedoms. I was in an earth room that was disturbed right at Sky (over me) again Then the lack of sign for each floor, especially the mosque
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-03 6:46:16	Android	10061685549383392	Bobobox Kebayoran Baru	EARTH DOUBLE	nice	nice
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 5:40:50	iOS	10261685249241487	Bobocabin Baturraden	Deluxe Cabin	Saran : untuk check in bisa lebih dibantu fasilitas pelayanan di awal Over all cukup menyenangkan!  Terimakasih!	Suggestion: to check in can be more assisted in service facilities in the beginning Over all is quite fun!  Thank You!
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 5:21:56	iOS	10111684052157827	Bobobox Tanah Abang	Earth Single	It was my first time sleeping at bobobox. What a great experience for those solo traveler who need place to stay. The location is also great. 	It was my first time sleeping at bobobox. What a great experience for those solo traveler who need place to stay. The location is also great. 
7	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 5:20:53	iOS	10271685520752624	Bobocabin Padusan	Deluxe Cabin	Ada siput di kasuurrr	There is a snail in kasuurrr
9	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 5:06:06	iOS	10271685413959440	Bobocabin Padusan	Deluxe Cabin	Bagus banget, suka mau kesini lagi! The great place for staycation!	Very good, like to come here again! The Great Place for Staycation!
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 5:04:09	iOS	10041685690581609	Bobobox Pancoran	Earth Double	mau kasih masukan dan saran hehe  untuk yang baru check in di jam larut malam, contohnya saat saya menginap ada yang check in di jam 2 malam  mohon diberi tahu bahwasanya lagi jam tenang, mungkin mereka belum tau, malam ini tidur saya agak keganggu karena mereka bercanda, ketawa, ngobrol bahkan telpon dengan suara yang keras selama kurang lebih satu jam  thanks masnya yang udah mau bantu tegurr	want to give input and suggestions hehe  For the new check -in at late at night, for example when I stayed there was a check -in at 2 pm  Please tell me that it is calm, maybe they don't know yet, tonight I sleep is rather disturbing because they are joking, laughing, chatting and even calling a loud voice for about an hour  Thanks for the mas who already want to help tegurr
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 5:03:19	iOS	10191685001578316	Bobocabin Cikole	Standard Cabin	Terimakasih  Nice Banget	Thank You Really nice
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-06-03 4:57:44	iOS	10041685034831301	Bobobox Pancoran	Earth Double	Nice	Nice
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:56:40	Android	10241684392640610	Bobocabin Puncak Gunung Mas	DELUXE CABIN	keren	Cool
1	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:56:04	iOS	10071685591883047	Bobobox Alun-Alun Bandung	Earth Double	Not good	Not good
3	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:47:20	iOS	10181685694959656	Bobobox Mega Bekasi	Earth Single	Pelayanan Host nya kurang ramah, Toiletnya jember banyak genangan air sampai keluar luar, dan minusnya lagi ga bisa checkout jam 1 siang! Tdk seperti bobobox yg lain yg bisa checkout jam 1 siang.	The host service is less friendly, the toilet is a lot of puddles to come out, and the minus can't check out at 1 pm! Unlike other bobobox that can check out at 1 pm.
10	2023-05-31 0:00:00	2023-06-03 0:00:00	2023-06-03 4:41:48	iOS	10221685509785065	Bobobox ITC Kuningan	Sky Single	Ok	Ok
7	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:41:03	Android	10141685680454262	Bobobox Slamet Riyadi Solo	EARTH DOUBLE	Fasilitas tidak sesuai harga	Facilities do not match the price
7	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:40:35	Android	10131683739234459	Bobobox Malioboro	SKY DOUBLE	Kebersihan kasur kurang	Cleanliness of the mattress is lacking
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:39:25	iOS	10271685012841809	Bobocabin Padusan	Executive Cabin	Sempurna! Cuma kurang free breakfast aja hihi..	Perfect! Just lack free breakfast hihi ..
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:39:15	Android	10211685656518596	Bobobox Alun-Alun Malang	SKY DOUBLE	Nyaman banget	Very comfortable
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:37:23	iOS	10121685682248517	Bobobox Juanda Jakarta	Sky Double	BahuayahhHBnznjznzn	Bahuayahhbnznjnjnzn
8	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 4:34:22	Android	10271684927009574	Bobocabin Padusan	EXECUTIVE CABIN	Waktu check in terlambat hingga 40 menit  karena kamar belum ready masih dibersihkan. Air sempat mati kurang lebih 1 jam. Lebih ditingkatkan pelayanannya. Kalo bisa untuk menuju ke atas ada jalan setapak yg menanjak, tp tidak berbentuk tangga spy tidak melelahkan	The check -in time is late for 40 minutes because the room is not ready to be cleaned. Water died for about 1 hour. More service improved. If possible to go up there is a path that is uphill, but not in the form of a spy ladder not tiring
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:33:57	Android	10171684299112793	Bobocabin Ranca Upas	STANDARD CABIN	thank you	thank you
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:32:12	iOS	10061685417471249	Bobobox Kebayoran Baru	Sky Single	All of good	All of good
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:31:19	Android	10271685162388694	Bobocabin Padusan	DELUXE CABIN	Good nature	Good nature
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:29:55	Android	10271685077790698	Bobocabin Padusan	DELUXE CABIN	More pillow please	More pillow please
7	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:20:24	Android	10061685689526483	Bobobox Kebayoran Baru	EARTH SINGLE	Good tapi air minum kurang	Good but lack of drinking water
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:19:49	Android	10181685683048404	Bobobox Mega Bekasi	SKY DOUBLE	Ok	Ok
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 4:15:16	Android	10261684377030169	Bobocabin Baturraden	DELUXE CABIN	Best amenitiesnya mood lamp, blur window, embedded speaker, sm chat host. Stafnya ramah2 dan akomodatif semua. Air panasnya juga cepet banget keluarnya, minusnya cuman nggaada kran tembak di kloset atau selang di shower. Overall ini adl such a memorable stay, dengan air terjun dg jarak 10mnt hiking. Absolutely gonna recommend to anyone. Thanks ya Mas2 staf Bobocabin Baturraden semuanya, sehat sll	Best amenities mood lamp, blur window, embedded speaker, sm chat host. The staff are all friendly and accommodating. The hot water is also very fast out, the minus is just a faucet shooting in the toilet or hose in the shower. Overall this is such a memorable stay, with a waterfall with a distance of 10mnt hiking. Absolutely Gonna Recommend to Anyone. Thanks, bro, Bobocabin Baturraden's staff, are healthy
9	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:14:16	iOS	10261685190388477	Bobocabin Baturraden	Deluxe Cabin	Nicee!!! Moga bisa balik lagi	Nicee !!! I hope you can go back again
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:14:11	Android	10001685601101298	Bobobox Paskal	EARTH DOUBLE	Enak nyaman di tengah kota	Delicious comfortable in the middle of the city
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 4:11:06	Android	10331682483683550	Bobocabin Ubud	DELUXE CABIN HOT TUB	Good place and good vibes. Staff ramah semuanya dan pelayananannya juga baik. Terima kasih	Good Place and Good Vibes. All friendly staff and services are also good. Thank You
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 4:06:18	Android	10171682337841865	Bobocabin Ranca Upas	DELUXE CABIN 	Lingkungannya bagus hijau dan ada danau nya	The environment is good green and there is a lake
9	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 4:02:05	iOS	10241684937116166	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Wifi ilang ilangan	WiFi some ride
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 3:58:07	Android	10171682947162365	Bobocabin Ranca Upas	DELUXE CABIN 	Nyaman	Comfortable
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:56:44	Android	10081685105000336	Bobobox Kota Tua	EARTH SINGLE	All best, recommended. Keep up the best service	All best, recommended. Keep up the best service
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:49:52	iOS	10261685342045186	Bobocabin Baturraden	Deluxe Cabin	Experience 	Experience 
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:46:30	Android	10251683999600828	Bobocabin Coban Rondo Malang	DELUXE CABIN WITH VIEW	Pelayanan agak lama. Mungkin karena jauh jaraknya. Tapi overall okeeeee..akan balik lagi	Service is rather long. Maybe because of the distance. But overall okeeeee .. will back again
10	2023-05-08 0:00:00	2023-05-09 0:00:00	2023-06-03 3:46:20	iOS	10091683578761197	Bobobox Kota Lama	Sky Double	Tempat nyaman, bagus	Comfortable place, good
4	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:38:04	iOS	10171684473261438	Bobocabin Ranca Upas	Standard Cabin	The overall experience 4/5 But, you could add ceiling fan, cause it gets hotter during the day.	The overall experience 4/5 But, you could add ceiling fan, cause it gets hotter during the day.
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:21:01	iOS	10251684143958076	Bobocabin Coban Rondo Malang	Executive Cabin	The view is magnificent. 	The view is magnificent. 
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 3:14:24	Android	10061685579960464	Bobobox Kebayoran Baru	SKY DOUBLE	Nice	Nice
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:10:41	Android	10171684043353431	Bobocabin Ranca Upas	STANDARD CABIN	Nice place	Nice place
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 3:03:30	iOS	10351683522007140	Bobocabin Madasari Pangandaran	Deluxe Cabin	All good, tp fixture outdoornya agak ringkih. Coba di buat lebih kokoh	All good, but the outdoor fixture is rather fragile. Try to make it more sturdy
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:01:57	iOS	10251685276134963	Bobocabin Coban Rondo Malang	Deluxe Cabin	View	View
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-03 3:00:00	Android	10231684654976455	Bobocabin Kintamani 	DELUXE CABIN	Overall good, nice view nice cabin. Need better signage on the road to location. Road needs concreting. Heater does not realy work.	Overall good, nice view nice cabin. Need better signage on the road to location. Road needs concreting. Heater does not realy work.
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 2:57:06	iOS	10351683179309841	Bobocabin Madasari Pangandaran	Deluxe Cabin	Nice experience	Nice experience
10	2023-06-01 23:00:00	2023-06-02 23:00:00	2023-06-03 2:49:33	iOS	10231684981941274	Bobocabin Kintamani 	Deluxe Cabin	Menyenangkan	Pleasant
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-03 2:37:52	Android	10031685556963444	Bobobox Dago	EARTH DOUBLE	Terimakasih bobobox dari pelayanan sampe room,  kebersihan toilet semua bagus. Sangat memuaskan buat saya.	Thank you Bobobox from the service to the room, the cleanliness of the toilet is all good. Very satisfying for me.
